,xxx|yyy,player_name,tag,village_points,player_points,village_id,player_id,tribe_id,village_name
64,442|487,Вadim,AVE!,9620,741144,3583,1952613,35,Оловянный прикол
65,440|486,Вadim,AVE!,9308,741144,3841,1952613,35,Варки Орыча 1
66,441|487,Вadim,AVE!,9300,741144,3859,1952613,35,Варки Орыча
67,445|475,Вadim,AVE!,9479,741144,4010,1952613,35,Деревня варваров
68,443|475,Вadim,AVE!,7811,741144,4060,1952613,35,Арбуз Орыча
69,437|481,Вadim,AVE!,9737,741144,4079,1952613,35,Луна Орыча
70,444|476,Вadim,AVE!,9388,741144,4109,1952613,35,Деревня варваров
71,443|473,Вadim,AVE!,9573,741144,4131,1952613,35,Деревня варваров
72,441|480,Вadim,AVE!,9293,741144,4312,1952613,35,Деревня варваров
73,435|484,Вadim,AVE!,9385,741144,4839,1952613,35,Дача Орыча
74,464|504,Вadim,AVE!,9652,741144,5836,1952613,35,Бугор пучения Орыча
75,426|504,Вadim,AVE!,9327,741144,6142,1952613,35,Браавос Орыча
76,448|555,Вadim,AVE!,9667,741144,6343,1952613,35,Ферма Орыча
77,444|448,Вadim,AVE!,9835,741144,6932,1952613,35,Бонусная деревня
78,484|491,Вadim,AVE!,4860,741144,7729,1952613,35,Здесь живёт Несокрушимый
79,500|507,peter888,AVE!,10230,653770,3,497628,35,m056
80,502|507,peter888,AVE!,10244,653770,17,497628,35,m058
81,467|541,peter888,AVE!,9899,653770,23,497628,35,004
82,503|502,peter888,AVE!,10314,653770,86,497628,35,m059
83,468|541,peter888,AVE!,9976,653770,155,497628,35,003
84,497|511,peter888,AVE!,9953,653770,279,497628,35,m014
85,498|509,peter888,AVE!,10083,653770,391,497628,35,m050
86,507|509,peter888,AVE!,10387,653770,403,497628,35,m066
87,503|504,peter888,AVE!,10559,653770,467,497628,35,m060
88,510|501,peter888,AVE!,10088,653770,560,497628,35,m069
89,505|502,peter888,AVE!,6402,653770,565,497628,35,m063
90,467|540,peter888,AVE!,9899,653770,703,497628,35,005
91,499|508,peter888,AVE!,10065,653770,762,497628,35,m055
92,499|515,peter888,AVE!,10083,653770,764,497628,35,m045
93,505|507,peter888,AVE!,10117,653770,770,497628,35,m065
94,468|540,peter888,AVE!,9899,653770,1244,497628,35,008
95,506|504,peter888,AVE!,10110,653770,1328,497628,35,m076
96,500|509,peter888,AVE!,10110,653770,1412,497628,35,m068
97,507|503,peter888,AVE!,10110,653770,1474,497628,35,m070
98,504|502,peter888,AVE!,10311,653770,1509,497628,35,m067
99,509|501,peter888,AVE!,9914,653770,1615,497628,35,m077
100,499|510,peter888,AVE!,10178,653770,1905,497628,35,m038
101,506|505,peter888,AVE!,10101,653770,1977,497628,35,m064
102,503|503,peter888,AVE!,10142,653770,2116,497628,35,m075
103,466|542,peter888,AVE!,9899,653770,2228,497628,35,002
104,463|540,peter888,AVE!,6945,653770,2478,497628,35,043
105,468|537,peter888,AVE!,9899,653770,2481,497628,35,006
106,463|541,peter888,AVE!,9243,653770,2666,497628,35,071
107,466|541,peter888,AVE!,9899,653770,2815,497628,35,009
108,467|542,peter888,AVE!,10093,653770,2855,497628,35,001
109,462|544,peter888,AVE!,9457,653770,3400,497628,35,016
110,465|547,peter888,AVE!,9582,653770,3430,497628,35,011
111,469|549,peter888,AVE!,9899,653770,3432,497628,35,012
112,463|544,peter888,AVE!,9756,653770,3461,497628,35,072
113,463|548,peter888,AVE!,9899,653770,3850,497628,35,030
114,460|552,peter888,AVE!,9431,653770,4601,497628,35,074
115,485|564,peter888,AVE!,5457,653770,4613,497628,35,047
116,484|563,peter888,AVE!,9899,653770,4660,497628,35,032
117,459|551,peter888,AVE!,9811,653770,4703,497628,35,073
118,462|553,peter888,AVE!,9899,653770,4740,497628,35,007
119,484|565,peter888,AVE!,8700,653770,5015,497628,35,017
120,482|567,peter888,AVE!,4942,653770,5069,497628,35,046
121,482|566,peter888,AVE!,9399,653770,5126,497628,35,018
122,487|568,peter888,AVE!,9054,653770,5151,497628,35,020
123,482|568,peter888,AVE!,7622,653770,5250,497628,35,035
124,483|568,peter888,AVE!,7933,653770,5253,497628,35,022
125,486|568,peter888,AVE!,8312,653770,5277,497628,35,023
126,480|569,peter888,AVE!,6460,653770,5495,497628,35,024
127,466|546,peter888,AVE!,9899,653770,5727,497628,35,013
128,459|560,peter888,AVE!,6664,653770,5796,497628,35,025
129,457|560,peter888,AVE!,9899,653770,5834,497628,35,034
130,486|570,peter888,AVE!,5200,653770,5947,497628,35,053
131,485|572,peter888,AVE!,10224,653770,5973,497628,35,052
132,457|561,peter888,AVE!,8288,653770,6001,497628,35,040
133,456|560,peter888,AVE!,7330,653770,6023,497628,35,026
134,487|572,peter888,AVE!,6031,653770,6046,497628,35,021
135,479|572,peter888,AVE!,6654,653770,6084,497628,35,048
136,460|562,peter888,AVE!,6335,653770,6129,497628,35,027
137,458|563,peter888,AVE!,5843,653770,6240,497628,35,028
138,482|573,peter888,AVE!,8638,653770,6247,497628,35,051
139,482|571,peter888,AVE!,5842,653770,6280,497628,35,037
140,457|562,peter888,AVE!,9913,653770,6461,497628,35,033
141,504|507,peter888,AVE!,10247,653770,6612,497628,35,m062
142,454|560,peter888,AVE!,9899,653770,6640,497628,35,015
143,453|562,peter888,AVE!,9899,653770,6670,497628,35,036
144,462|567,peter888,AVE!,9622,653770,6772,497628,35,044
145,450|560,peter888,AVE!,9899,653770,6956,497628,35,041
146,456|566,peter888,AVE!,9899,653770,6991,497628,35,019
147,455|565,peter888,AVE!,8680,653770,7136,497628,35,029
148,499|509,peter888,AVE!,10230,653770,7376,497628,35,m054
149,500|505,peter888,AVE!,11207,653770,7689,497628,35,m057
150,497|509,peter888,AVE!,1558,653770,11032,497628,35,m061
151,459|544,peter888,AVE!,5206,653770,11074,497628,35,049
152,474|536,xxEXxx,AVE!,9810,498090,12,77741,35,Village
153,476|536,xxEXxx,AVE!,9804,498090,14,77741,35,Village
154,476|530,xxEXxx,AVE!,9804,498090,529,77741,35,Village
155,475|535,xxEXxx,AVE!,9783,498090,628,77741,35,Village
156,462|468,xxEXxx,AVE!,9726,498090,687,77741,35,Village
157,475|534,xxEXxx,AVE!,9740,498090,950,77741,35,Village
158,474|535,xxEXxx,AVE!,9750,498090,1196,77741,35,Village
159,477|471,xxEXxx,AVE!,9630,498090,1358,77741,35,Village
160,465|540,xxEXxx,AVE!,9646,498090,1372,77741,35,Village
161,466|468,xxEXxx,AVE!,9626,498090,1390,77741,35,Village
162,476|471,xxEXxx,AVE!,9977,498090,1482,77741,35,Village
163,477|532,xxEXxx,AVE!,9881,498090,1505,77741,35,Village
164,477|534,xxEXxx,AVE!,9616,498090,1708,77741,35,Village
165,474|533,xxEXxx,AVE!,9622,498090,1748,77741,35,Village
166,474|534,xxEXxx,AVE!,9630,498090,1811,77741,35,Village
167,476|535,xxEXxx,AVE!,9630,498090,1871,77741,35,Village
168,473|535,xxEXxx,AVE!,9630,498090,1907,77741,35,Village
169,475|536,xxEXxx,AVE!,9804,498090,2014,77741,35,Village
170,476|537,xxEXxx,AVE!,9630,498090,2047,77741,35,Village
171,479|538,xxEXxx,AVE!,9630,498090,3139,77741,35,Village
172,465|543,xxEXxx,AVE!,9436,498090,3183,77741,35,"Время позднее, пора спать )"
173,464|543,xxEXxx,AVE!,9737,498090,3255,77741,35,Дворянин
174,467|468,xxEXxx,AVE!,9728,498090,3723,77741,35,Village
175,469|551,xxEXxx,AVE!,9630,498090,3724,77741,35,Village
176,465|551,xxEXxx,AVE!,9630,498090,3852,77741,35,Village
177,466|551,xxEXxx,AVE!,9616,498090,3910,77741,35,Village
178,469|553,xxEXxx,AVE!,9630,498090,3921,77741,35,Village
179,466|553,xxEXxx,AVE!,5722,498090,4110,77741,35,У Кузи ресов нет)
180,462|550,xxEXxx,AVE!,9630,498090,4222,77741,35,Village
181,460|549,xxEXxx,AVE!,9630,498090,4316,77741,35,Village
182,464|551,xxEXxx,AVE!,9630,498090,4362,77741,35,Village
183,463|553,xxEXxx,AVE!,9616,498090,4382,77741,35,Village
184,465|554,xxEXxx,AVE!,9644,498090,4502,77741,35,Village
185,467|556,xxEXxx,AVE!,9630,498090,4685,77741,35,Village
186,463|555,xxEXxx,AVE!,9630,498090,4717,77741,35,Village
187,469|557,xxEXxx,AVE!,9630,498090,4788,77741,35,Village
188,468|557,xxEXxx,AVE!,9630,498090,4816,77741,35,Village
189,469|559,xxEXxx,AVE!,10222,498090,4879,77741,35,Village
190,464|552,xxEXxx,AVE!,9616,498090,6164,77741,35,Village
191,466|555,xxEXxx,AVE!,9573,498090,7062,77741,35,Village
192,455|570,xxEXxx,AVE!,8418,498090,8136,77741,35,Village
193,455|572,xxEXxx,AVE!,9630,498090,8162,77741,35,Village
194,456|575,xxEXxx,AVE!,9630,498090,8424,77741,35,Village
195,454|573,xxEXxx,AVE!,9616,498090,8456,77741,35,Village
196,457|575,xxEXxx,AVE!,9630,498090,8588,77741,35,Village
197,453|572,xxEXxx,AVE!,9630,498090,8880,77741,35,Village
198,456|576,xxEXxx,AVE!,9630,498090,9239,77741,35,Village
199,454|574,xxEXxx,AVE!,9640,498090,9403,77741,35,Village
200,451|572,xxEXxx,AVE!,9889,498090,9531,77741,35,Village
201,451|575,xxEXxx,AVE!,9616,498090,9597,77741,35,Village
202,452|575,xxEXxx,AVE!,9566,498090,9685,77741,35,Village
203,455|576,xxEXxx,AVE!,9616,498090,9816,77741,35,Village
204,483|520,o-O..OnMaine..O-o,AVE!,10249,1220037,13,1479447,35,[103] Тyrannosaurus rex
205,479|520,o-O..OnMaine..O-o,AVE!,10237,1220037,22,1479447,35,[101] Тyrannosaurus rex
206,486|500,o-O..OnMaine..O-o,AVE!,9747,1220037,101,1479447,35,[316] Тyrannosaurus rex
207,488|493,o-O..OnMaine..O-o,AVE!,9823,1220037,142,1479447,35,[321] Тyrannosaurus rex
208,484|525,o-O..OnMaine..O-o,AVE!,10237,1220037,145,1479447,35,[104] Тyrannosaurus rex
209,487|503,o-O..OnMaine..O-o,AVE!,10009,1220037,220,1479447,35,[320] Тyrannosaurus rex
210,505|526,o-O..OnMaine..O-o,AVE!,11824,1220037,255,1479447,35,008 Чапалах со скоростью света
211,505|524,o-O..OnMaine..O-o,AVE!,10971,1220037,385,1479447,35,009 Чапалах со скоростью света
212,504|524,o-O..OnMaine..O-o,AVE!,10971,1220037,524,1479447,35,012 Чапалах со скоростью света
213,478|523,o-O..OnMaine..O-o,AVE!,10237,1220037,537,1479447,35,[102] Тyrannosaurus rex
214,457|505,o-O..OnMaine..O-o,AVE!,10237,1220037,557,1479447,35,[008] Тyrannosaurus rex
215,491|501,o-O..OnMaine..O-o,AVE!,10495,1220037,610,1479447,35,[311] Тyrannosaurus rex
216,459|504,o-O..OnMaine..O-o,AVE!,10301,1220037,675,1479447,35,[033] Тyrannosaurus rex
217,487|498,o-O..OnMaine..O-o,AVE!,9651,1220037,700,1479447,35,[301] Тyrannosaurus rex
218,493|503,o-O..OnMaine..O-o,AVE!,9840,1220037,808,1479447,35,[319] Тyrannosaurus rex
219,493|502,o-O..OnMaine..O-o,AVE!,9827,1220037,840,1479447,35,[309] Тyrannosaurus rex
220,507|527,o-O..OnMaine..O-o,AVE!,10654,1220037,862,1479447,35,004 Чапалах со скоростью света
221,509|526,o-O..OnMaine..O-o,AVE!,10634,1220037,905,1479447,35,002 Чапалах со скоростью света
222,451|509,o-O..OnMaine..O-o,AVE!,10559,1220037,913,1479447,35,[026] Тyrannosaurus rex
223,492|499,o-O..OnMaine..O-o,AVE!,6989,1220037,924,1479447,35,[304] Тyrannosaurus rex
224,454|504,o-O..OnMaine..O-o,AVE!,10237,1220037,955,1479447,35,[022] Тyrannosaurus rex
225,495|502,o-O..OnMaine..O-o,AVE!,10237,1220037,989,1479447,35,[305] Тyrannosaurus rex
226,501|496,o-O..OnMaine..O-o,AVE!,8062,1220037,1008,1479447,35,[307] Тyrannosaurus rex
227,491|502,o-O..OnMaine..O-o,AVE!,10204,1220037,1015,1479447,35,[313] Тyrannosaurus rex
228,490|501,o-O..OnMaine..O-o,AVE!,10090,1220037,1057,1479447,35,[314] Тyrannosaurus rex
229,505|523,o-O..OnMaine..O-o,AVE!,10247,1220037,1105,1479447,35,007 Чапалах со скоростью света
230,491|504,o-O..OnMaine..O-o,AVE!,9808,1220037,1116,1479447,35,[317] Тyrannosaurus rex
231,507|526,o-O..OnMaine..O-o,AVE!,10336,1220037,1139,1479447,35,005 Чапалах со скоростью света
232,488|500,o-O..OnMaine..O-o,AVE!,10064,1220037,1431,1479447,35,[323] Тyrannosaurus rex
233,493|497,o-O..OnMaine..O-o,AVE!,9870,1220037,1438,1479447,35,[308] Тyrannosaurus rex
234,488|502,o-O..OnMaine..O-o,AVE!,9639,1220037,1444,1479447,35,[322] Тyrannosaurus rex
235,462|499,o-O..OnMaine..O-o,AVE!,6421,1220037,1448,1479447,35,[043] Тyrannosaurus rex
236,493|501,o-O..OnMaine..O-o,AVE!,10728,1220037,1611,1479447,35,[300] Тyrannosaurus rex
237,494|502,o-O..OnMaine..O-o,AVE!,10237,1220037,1652,1479447,35,[318] Тyrannosaurus rex
238,456|509,o-O..OnMaine..O-o,AVE!,10237,1220037,1670,1479447,35,[007] Тyrannosaurus rex
239,496|500,o-O..OnMaine..O-o,AVE!,10237,1220037,1676,1479447,35,[302] Тyrannosaurus rex
240,459|509,o-O..OnMaine..O-o,AVE!,10237,1220037,1679,1479447,35,[004] Тyrannosaurus rex
241,459|501,o-O..OnMaine..O-o,AVE!,10237,1220037,1688,1479447,35,[016] Тyrannosaurus rex
242,456|504,o-O..OnMaine..O-o,AVE!,10301,1220037,1697,1479447,35,[034] Тyrannosaurus rex
243,454|501,o-O..OnMaine..O-o,AVE!,10237,1220037,1743,1479447,35,[029] Тyrannosaurus rex
244,458|507,o-O..OnMaine..O-o,AVE!,10143,1220037,1754,1479447,35,[015] Тyrannosaurus rex
245,457|502,o-O..OnMaine..O-o,AVE!,10301,1220037,1758,1479447,35,[032] Тyrannosaurus rex
246,460|515,o-O..OnMaine..O-o,AVE!,8486,1220037,1770,1479447,35,[037] Тyrannosaurus rex
247,458|500,o-O..OnMaine..O-o,AVE!,10237,1220037,1793,1479447,35,[011] Тyrannosaurus rex
248,457|504,o-O..OnMaine..O-o,AVE!,4698,1220037,1797,1479447,35,[027] Тyrannosaurus rex
249,458|499,o-O..OnMaine..O-o,AVE!,10237,1220037,1832,1479447,35,[012] Тyrannosaurus rex
250,458|498,o-O..OnMaine..O-o,AVE!,10237,1220037,1881,1479447,35,[042] Одноглазый тиранозавр
251,457|500,o-O..OnMaine..O-o,AVE!,10481,1220037,1886,1479447,35,[013] Тyrannosaurus rex
252,457|507,o-O..OnMaine..O-o,AVE!,10311,1220037,1918,1479447,35,[030] Тyrannosaurus rex
253,458|511,o-O..OnMaine..O-o,AVE!,10237,1220037,1934,1479447,35,[002] Тyrannosaurus rex
254,456|505,o-O..OnMaine..O-o,AVE!,10237,1220037,1996,1479447,35,[005] Тyrannosaurus rex
255,456|510,o-O..OnMaine..O-o,AVE!,10223,1220037,1997,1479447,35,[017] Тyrannosaurus rex
256,455|508,o-O..OnMaine..O-o,AVE!,10247,1220037,2039,1479447,35,[020] Тyrannosaurus rex
257,496|502,o-O..OnMaine..O-o,AVE!,10237,1220037,2084,1479447,35,[306] Тyrannosaurus rex
258,455|507,o-O..OnMaine..O-o,AVE!,10301,1220037,2112,1479447,35,[010] Тyrannosaurus rex
259,456|507,o-O..OnMaine..O-o,AVE!,4573,1220037,2123,1479447,35,[028] Тyrannosaurus rex
260,457|514,o-O..OnMaine..O-o,AVE!,10237,1220037,2182,1479447,35,[018] Тyrannosaurus rex
261,454|505,o-O..OnMaine..O-o,AVE!,10259,1220037,2203,1479447,35,[023] Тyrannosaurus rex
262,453|506,o-O..OnMaine..O-o,AVE!,10226,1220037,2337,1479447,35,[019] Тyrannosaurus rex
263,495|497,o-O..OnMaine..O-o,AVE!,10495,1220037,2465,1479447,35,[303] Тyrannosaurus rex
264,494|497,o-O..OnMaine..O-o,AVE!,9529,1220037,2488,1479447,35,[310] Тyrannosaurus rex
265,460|508,o-O..OnMaine..O-o,AVE!,10237,1220037,2523,1479447,35,[006] Тyrannosaurus rex
266,478|521,o-O..OnMaine..O-o,AVE!,10237,1220037,2765,1479447,35,[100] Тyrannosaurus rex
267,456|514,o-O..OnMaine..O-o,AVE!,10247,1220037,3046,1479447,35,[001] Тyrannosaurus rex
268,504|526,o-O..OnMaine..O-o,AVE!,10259,1220037,3074,1479447,35,011 Чапалах со скоростью света
269,461|512,o-O..OnMaine..O-o,AVE!,9074,1220037,3080,1479447,35,[036] Тyrannosaurus rex
270,506|524,o-O..OnMaine..O-o,AVE!,10336,1220037,3081,1479447,35,006 Чапалах со скоростью света
271,453|515,o-O..OnMaine..O-o,AVE!,10237,1220037,3084,1479447,35,[003] Тyrannosaurus rex
272,454|506,o-O..OnMaine..O-o,AVE!,10237,1220037,3147,1479447,35,[009] Тyrannosaurus rex
273,452|504,o-O..OnMaine..O-o,AVE!,10247,1220037,3205,1479447,35,[031] Тyrannosaurus rex
274,460|514,o-O..OnMaine..O-o,AVE!,10237,1220037,3538,1479447,35,[021] Тyrannosaurus rex
275,487|500,o-O..OnMaine..O-o,AVE!,10003,1220037,4460,1479447,35,[324] Тyrannosaurus rex
276,495|496,o-O..OnMaine..O-o,AVE!,10020,1220037,5489,1479447,35,[315] Тyrannosaurus rex
277,457|501,o-O..OnMaine..O-o,AVE!,10378,1220037,6563,1479447,35,[014] Тyrannosaurus rex
278,510|526,o-O..OnMaine..O-o,AVE!,10301,1220037,6731,1479447,35,003 Чапалах со скоростью света
279,459|502,o-O..OnMaine..O-o,AVE!,5168,1220037,6814,1479447,35,[040] Tyrannosaurus Volodya
280,421|503,o-O..OnMaine..O-o,AVE!,9041,1220037,6894,1479447,35,[228] Тyrannosaurus rex
281,425|483,o-O..OnMaine..O-o,AVE!,10259,1220037,6917,1479447,35,[218] Тyrannosaurus rex
282,483|516,o-O..OnMaine..O-o,AVE!,10311,1220037,6918,1479447,35,[105] Тyrannosaurus rex
283,421|494,o-O..OnMaine..O-o,AVE!,7472,1220037,7155,1479447,35,[211] Тyrannosaurus rex
284,419|503,o-O..OnMaine..O-o,AVE!,10259,1220037,7220,1479447,35,[227] Тyrannosaurus rex
285,421|502,o-O..OnMaine..O-o,AVE!,10237,1220037,7315,1479447,35,[219] Тyrannosaurus rex
286,460|511,o-O..OnMaine..O-o,AVE!,10237,1220037,7393,1479447,35,[024] Тyrannosaurus rex
287,421|480,o-O..OnMaine..O-o,AVE!,10237,1220037,7406,1479447,35,[214] Тyrannosaurus rex
288,417|505,o-O..OnMaine..O-o,AVE!,10301,1220037,7634,1479447,35,[205] Тyrannosaurus rex
289,417|500,o-O..OnMaine..O-o,AVE!,10229,1220037,7661,1479447,35,[234] Тyrannosaurus rex
290,419|499,o-O..OnMaine..O-o,AVE!,10237,1220037,7665,1479447,35,[203] Тyrannosaurus rex
291,417|489,o-O..OnMaine..O-o,AVE!,10220,1220037,7829,1479447,35,[206] Тyrannosaurus rex
292,419|483,o-O..OnMaine..O-o,AVE!,7460,1220037,7843,1479447,35,[226] Тyrannosaurus rex
293,418|487,o-O..OnMaine..O-o,AVE!,9756,1220037,7932,1479447,35,[233] Тyrannosaurus rex
294,420|481,o-O..OnMaine..O-o,AVE!,10237,1220037,7956,1479447,35,[215] Тyrannosaurus rex
295,417|494,o-O..OnMaine..O-o,AVE!,10223,1220037,7995,1479447,35,[230] Тyrannosaurus rex
296,418|483,o-O..OnMaine..O-o,AVE!,10273,1220037,8027,1479447,35,[210] Тyrannosaurus rex
297,415|498,o-O..OnMaine..O-o,AVE!,10237,1220037,8034,1479447,35,[204] Тyrannosaurus rex
298,416|489,o-O..OnMaine..O-o,AVE!,10495,1220037,8048,1479447,35,[216] Тyrannosaurus rex
299,417|482,o-O..OnMaine..O-o,AVE!,7956,1220037,8102,1479447,35,[217] Тyrannosaurus rex
300,455|506,o-O..OnMaine..O-o,AVE!,10237,1220037,8146,1479447,35,[035] Тyrannosaurus rex
301,414|499,o-O..OnMaine..O-o,AVE!,9974,1220037,8220,1479447,35,[223] Тyrannosaurus rex
302,420|478,o-O..OnMaine..O-o,AVE!,10237,1220037,8233,1479447,35,[220] Тyrannosaurus rex
303,417|491,o-O..OnMaine..O-o,AVE!,10223,1220037,8337,1479447,35,[207] Тyrannosaurus rex
304,415|502,o-O..OnMaine..O-o,AVE!,10237,1220037,8393,1479447,35,[224] Тyrannosaurus rex
305,414|488,o-O..OnMaine..O-o,AVE!,10247,1220037,8429,1479447,35,[201] Тyrannosaurus rex
306,509|527,o-O..OnMaine..O-o,AVE!,10251,1220037,8591,1479447,35,001 Чапалах со скоростью света
307,504|525,o-O..OnMaine..O-o,AVE!,10237,1220037,8594,1479447,35,010 Чапалах со скоростью света
308,414|497,o-O..OnMaine..O-o,AVE!,10104,1220037,8607,1479447,35,[225] Тyrannosaurus rex
309,413|491,o-O..OnMaine..O-o,AVE!,10495,1220037,8610,1479447,35,[208] Тyrannosaurus rex
310,417|478,o-O..OnMaine..O-o,AVE!,9468,1220037,8662,1479447,35,123123123
311,418|473,o-O..OnMaine..O-o,AVE!,10232,1220037,8715,1479447,35,[213] Тyrannosaurus rex
312,414|479,o-O..OnMaine..O-o,AVE!,10223,1220037,8846,1479447,35,123123123123
313,412|499,o-O..OnMaine..O-o,AVE!,10237,1220037,8906,1479447,35,[200] Тyrannosaurus rex
314,416|486,o-O..OnMaine..O-o,AVE!,8190,1220037,8998,1479447,35,[222] Тyrannosaurus rex
315,411|500,o-O..OnMaine..O-o,AVE!,10247,1220037,9069,1479447,35,[202] Тyrannosaurus rex
316,413|495,o-O..OnMaine..O-o,AVE!,10481,1220037,9174,1479447,35,[221] Тyrannosaurus rex
317,410|501,o-O..OnMaine..O-o,AVE!,10223,1220037,9197,1479447,35,[212] Тyrannosaurus rex
318,491|503,o-O..OnMaine..O-o,AVE!,6887,1220037,9485,1479447,35,[312] Тyrannosaurus rex
319,412|496,o-O..OnMaine..O-o,AVE!,10290,1220037,9521,1479447,35,[229] Тyrannosaurus rex
320,411|501,o-O..OnMaine..O-o,AVE!,10223,1220037,9665,1479447,35,[231] Тyrannosaurus rex
321,463|510,o-O..OnMaine..O-o,AVE!,10495,1220037,9687,1479447,35,[041] Тyrannosaurus rex
322,410|497,o-O..OnMaine..O-o,AVE!,10580,1220037,9916,1479447,35,[209] Тyrannosaurus rex
